"","ph","Hardness","Solids","Chloramines","Sulphate","Conductivity","Organic_carbon","Trihalomethanes","Turbidity","Potability"
"1",0.502625150285714,0.57113900838617,0.33609646344027,0.543891340352251,0.680385206626088,0.669439477515726,0.313401650574713,0.699753131216433,0.285498203819248,0
"2",0.265434291071429,0.297400434180172,0.300611418811895,0.4918392081409,0.579703926813532,0.719411081733171,0.497318510344827,0.450999304570752,0.576792640385706,0
"3",0.578508870642857,0.641310808438402,0.321618849060877,0.69854274778865,0.579703926813532,0.414652064283744,0.562016740613027,0.532865704840097,0.303636557005105,0
"4",0.594054706,0.605535866474181,0.356243794650536,0.603313689001957,0.647347441436066,0.317880465155107,0.622089061302682,0.808064727166523,0.601015416335791,0
"5",0.649444532571429,0.484850881418394,0.289921686909688,0.484900193659491,0.51454537115447,0.379336707794847,0.358554767816092,0.253606080787266,0.496327363395727,0
"6",0.398863331285714,0.511009836339103,0.466745917576121,0.56304256665362,0.561537375293424,0.173091942530514,0.237537725670498,0.439550403530691,0.209814374740026,0
"7",0.730275868571429,0.727767709255256,0.466762809109299,0.560579919060665,0.751819198950454,0.178659256061029,0.444049629118774,0.680384515665818,0.231232508413689,0
"8",0.616846337071429,0.565593207637508,0.219208183128614,0.329628859960861,0.495155109399407,0.512580828125225,0.389418264367816,0.503482897892295,0.558030764794857,0
"9",0.502625150285714,0.259552613423676,0.229280910570639,0.58334039553816,0.396689730722342,0.36353692214228,0.402530611877395,0.431526713585696,0.405561955190017,0
"10",0.798591747857143,0.652175141824935,0.413152418257878,0.682990216594912,0.781300266655793,0.668699482517912,0.602597946743295,0.577944549252811,0.552195488183021,0
"11",0.525760007571429,0.428335959331428,0.527559487009684,0.563499092524462,0.561383952853697,0.426503251364474,0.512904614559387,0.632814782009054,0.418281675742106,0
"12",0.569608689214286,0.621205187310477,0.302870609162995,0.607309941369863,0.579703926813532,0.31933486999174,0.472250793103448,0.614527682335189,0.484348290414067,0
"13",0.508558884571429,0.396358956008879,0.302265695415324,0.25471906778865,0.435598587378994,0.290685837537184,0.52603585862069,0.638986697765735,0.377340938362639,0
"14",0.502625150285714,0.37267285013711,0.443475305760254,0.507727864657534,0.484093601018891,0.34672555192786,0.65788533256705,0.614723073858935,0.560403513518623,0
"15",0.535445157714286,0.572787684082237,0.460823982965583,0.369515285636008,0.579703926813532,0.460186269952969,0.422540655172414,0.564344344972498,0.629113695783702,0
"16",0.453376554357143,0.50527719592879,0.668967304259921,0.726230628258317,0.668940878729863,0.586262709328188,0.357846022605364,0.603053798332008,0.553289523728493,0
"17",0.503698985714286,0.59347897690176,0.503390973304465,0.762645480234834,0.579703926813532,0.233724649979441,0.697203901915709,0.45361590587529,0.532885017583664,0
"18",0.655825714785714,0.82114028227152,0.389457278112699,0.512954185988258,0.765133725405812,0.518468639266296,0.428633746360153,0.573732068358456,0.577360710153148,0
"19",0.641104596285714,0.841247358646606,0.314244506116814,0.458107307945205,0.579703926813532,0.437101269275137,0.409530998084291,0.511781709691551,0.186440837587446,0
